Facies,Formation,Well Name,Depth,GR,ILD_log10,DeltaPHI,PHIND,PE,NM_M,RELPOS,PHID,NPHI,VSH,Bulk Density,Predicted_PE
2,B3 SH,KIMZEY A,3037.5,61.119,0.748,8.198,10.605,,1,0.545,6.506,14.704,0.14521326150067948,2.4750175000000003,3.7001400000000007
2,B3 SH,KIMZEY A,3038.0,61.291,0.742,7.703,10.7155,,1,0.5,6.864000000000001,14.567,0.1457032885946194,2.47319425,3.6611400000000005
2,B3 SH,KIMZEY A,3038.5,63.942,0.737,9.124,10.5,,1,0.455,5.938,15.062000000000001,0.15325597362970478,2.47675,3.633969999999999
2,B3 SH,KIMZEY A,3039.0,65.728,0.721,10.069,10.6325,,1,0.409,5.598,15.667000000000002,0.15834427822142957,2.4745637499999997,3.582629999999997
2,B3 SH,KIMZEY A,3039.5,67.095,0.699,10.729,11.0725,,1,0.364,5.708,16.436999999999998,0.16223885402035892,2.46730375,3.654129999999995
2,B3 SH,KIMZEY A,3040.0,64.452,0.661,10.179,11.6505,,1,0.318,6.560999999999999,16.74,0.15470896094313122,2.4577667500000002,3.5755599999999963
2,B3 SH,KIMZEY A,3040.5,62.594,0.721,10.014,12.036,,1,0.273,7.029,17.043,0.1494155287306874,2.4514059999999995,3.5539399999999977
3,B3 SH,KIMZEY A,3041.0,60.872,0.791,9.959,12.3385,,1,0.227,7.359,17.317999999999998,0.14450955980182392,2.4464147499999997,3.581549999999999
3,B3 SH,KIMZEY A,3041.5,60.841,0.685,11.101,13.2395,,1,0.182,7.688999999999999,18.79,0.14442124096512546,2.4315482499999996,3.5415999999999985
3,B3 SH,KIMZEY A,3042.0,59.067,0.525,11.829,16.0245,,1,0.136,10.11,21.939,0.13936712431018716,2.3855957500000002,3.746080000000001
2,B3 SH,KIMZEY A,3042.5,53.585,0.519,12.957,16.9465,,1,0.091,10.468,23.425,0.12374893518821885,2.37038275,3.6483400000000006
2,B3 SH,KIMZEY A,3043.0,40.166,0.869,12.325,17.1525,,1,0.045,10.99,23.314999999999998,0.08551827487670975,2.3669837499999997,3.429670000000001
8,B3 LM,KIMZEY A,3043.5,24.969,1.018,10.566,18.142,,2,1.0,12.858999999999998,23.425,0.042222101931333536,2.350657,3.8751199999999995
8,B3 LM,KIMZEY A,3044.0,18.534,1.124,8.639,12.7235,,2,0.929,8.404,17.043,0.023888820829570286,2.4400622499999995,4.44976
8,B3 LM,KIMZEY A,3044.5,16.033,0.9,11.389,11.7885,,2,0.857,6.094000000000001,17.483,0.016763485004316233,2.4554897499999995,4.522370000000001
7,B3 LM,KIMZEY A,3045.0,16.449,0.76,12.193,12.8625,,2,0.786,6.766000000000001,18.959,0.01794866681291507,2.43776875,3.7938300000000016
7,B3 LM,KIMZEY A,3045.5,19.393,0.557,15.196,15.332,,2,0.714,7.734000000000001,22.93,0.0263361073045376,2.3970219999999998,3.3393199999999985
7,B3 LM,KIMZEY A,3046.0,20.225,0.41,16.892,16.96,,2,0.643,8.514000000000001,25.406,0.028706470921735273,2.37016,3.6564699999999974
7,B3 LM,KIMZEY A,3046.5,21.419,0.404,18.267,16.3275,,2,0.571,7.194000000000001,25.461,0.032108170631992505,2.38059625,3.651399999999997
7,B3 LM,KIMZEY A,3047.0,24.123,0.459,18.817,15.6675,,2,0.5,6.259,25.076,0.03981185238788494,2.39148625,3.6379199999999963
7,B3 LM,KIMZEY A,3047.5,25.921,0.628,16.699,14.3325,,2,0.429,5.982999999999999,22.682000000000002,0.04493434491639625,2.41351375,3.426919999999999
7,B3 LM,KIMZEY A,3048.0,27.676,0.486,14.91,13.659,,2,0.357,6.204000000000001,21.114,0.0499343306714226,2.4246265,3.5649999999999977
7,B3 LM,KIMZEY A,3048.5,31.915,0.508,14.317,12.8555,,2,0.286,5.696999999999999,20.014,0.06201121934125544,2.4378842499999998,3.4620699999999993
7,B3 LM,KIMZEY A,3049.0,34.768,0.584,12.38,11.513,,2,0.214,5.3229999999999995,17.703,0.07013940131224698,2.4600355,3.6690899999999984
7,B3 LM,KIMZEY A,3049.5,41.164,0.623,10.124,10.385,,2,0.143,5.3229999999999995,15.447,0.08836157161945409,2.4786475,3.8448700000000002
7,B3 LM,KIMZEY A,3050.0,45.517,0.693,8.886,8.803,,2,0.071,4.360000000000001,13.246,0.10076324568875873,2.5047504999999997,4.216660000000001
3,B4 SH,KIMZEY A,3050.5,54.149,0.699,7.648,8.652,,1,1.0,4.827999999999999,12.475999999999999,0.12535576821718458,2.507242,4.1343099999999975
2,B4 SH,KIMZEY A,3051.0,58.366,0.688,7.373,8.7895,,1,0.944,5.103,12.476,0.13736997900290884,2.50497325,3.83555
2,B4 SH,KIMZEY A,3051.5,61.994,0.797,6.988,9.147,,1,0.889,5.6530000000000005,12.641,0.14770613189136214,2.4990745000000003,3.7930999999999995
2,B4 SH,KIMZEY A,3052.0,65.071,0.83,7.593,10.2755,,1,0.833,6.478999999999999,14.072,0.15647248868236843,2.48045425,3.7294300000000016
2,B4 SH,KIMZEY A,3052.5,67.312,0.753,9.133,11.4305,,1,0.778,6.864000000000001,15.997,0.1628570858772482,2.46139675,3.5662900000000004
2,B4 SH,KIMZEY A,3053.0,67.322,0.65,11.279,11.7335,,1,0.722,6.093999999999999,17.372999999999998,0.1628855758245703,2.45639725,3.6284799999999957
2,B4 SH,KIMZEY A,3053.5,63.599,0.612,14.085,11.4305,,1,0.667,4.388,18.473,0.15227876843655716,2.46139675,3.6688099999999997
2,B4 SH,KIMZEY A,3054.0,59.174,0.584,14.46,11.848,,1,0.611,4.618,19.078000000000003,0.13967196674653348,2.4545079999999997,3.8010599999999983
2,B4 SH,KIMZEY A,3054.5,56.467,0.59,10.747,10.3515,,1,0.556,4.978,15.725,0.13195973800644442,2.4792002499999994,3.81553
2,B4 SH,KIMZEY A,3055.0,55.051,0.672,8.844,9.76,,1,0.5,5.338,14.181999999999999,0.12792556146563686,2.4889599999999996,3.777709999999999
2,B4 SH,KIMZEY A,3055.5,55.424,0.715,9.346,10.161,,1,0.444,5.4879999999999995,14.834,0.12898823650075072,2.4823435,3.7630099999999995
2,B4 SH,KIMZEY A,3056.0,58.234,0.808,10.133,10.8845,,1,0.389,5.818,15.950999999999999,0.13699391169825728,2.4704057500000003,3.670469999999999
2,B4 SH,KIMZEY A,3056.5,62.702,0.824,10.37,11.884,,1,0.333,6.699000000000001,17.069,0.14972322016176592,2.4539139999999997,3.600149999999997
2,B4 SH,KIMZEY A,3057.0,65.107,0.715,10.388,12.993,,1,0.278,7.799,18.187,0.15657505249272793,2.4356155,3.570409999999996
2,B4 SH,KIMZEY A,3057.5,65.898,0.53,11.995,14.6215,,1,0.222,8.623999999999999,20.619,0.15882860732590506,2.40874525,3.6802900000000007
2,B4 SH,KIMZEY A,3058.0,63.371,0.415,16.341,17.2355,,1,0.167,9.064999999999998,25.406,0.1516291976376136,2.3656142499999997,3.2513399999999977
3,B4 SH,KIMZEY A,3058.5,56.834,0.575,19.257,16.6575,,1,0.111,7.028999999999998,26.286,0.13300531907316504,2.3751512499999996,3.4087699999999996
3,B4 SH,KIMZEY A,3059.0,44.687,0.753,13.784,14.456,,1,0.056,7.563999999999999,21.348,0.09839858006102546,2.4114759999999995,3.606119999999999
5,B4 LM,KIMZEY A,3059.5,31.567,0.939,7.263,11.8155,,2,1.0,8.184000000000001,15.447,0.0610197691744468,2.45504425,3.8792699999999987
8,B4 LM,KIMZEY A,3060.0,23.967,1.39,5.667,4.6905,,2,0.909,1.8570000000000002,7.524,0.03936740920966037,2.5726067500000003,4.988680000000002
8,B4 LM,KIMZEY A,3060.5,22.997,1.642,5.282,3.287,,2,0.818,0.6459999999999999,5.928,0.0366038843194179,2.5957645,5.0876
8,B4 LM,KIMZEY A,3061.0,26.018,1.642,4.279,4.5215,,2,0.727,2.3819999999999997,6.661,0.045210697405420504,2.5753952499999997,5.083840000000002
8,B4 LM,KIMZEY A,3061.5,27.233,1.429,5.515,4.7795,,2,0.636,2.022,7.536999999999999,0.04867222600505413,2.5711382499999997,5.309530000000002
8,B4 LM,KIMZEY A,3062.0,29.239,1.312,6.446,5.19,,2,0.545,1.9670000000000005,8.413,0.054387309437864864,2.5643649999999996,4.748640000000001
5,B4 LM,KIMZEY A,3062.5,31.972,1.15,6.162,6.424,,2,0.455,3.3430000000000004,9.505,0.06217361204099134,2.5440039999999997,4.7499499999999975
5,B4 LM,KIMZEY A,3063.0,35.527,1.016,7.978,7.882,,2,0.364,3.893,11.870999999999999,0.0723017883139934,2.5199469999999997,4.72391
5,B4 LM,KIMZEY A,3063.5,39.981,0.923,7.208,9.477,,2,0.273,5.873,13.081,0.08499121085125115,2.4936295,4.178340000000002
5,B4 LM,KIMZEY A,3064.0,47.38,0.805,6.603,10.8255,,2,0.182,7.524,14.126999999999999,0.10607092287486361,2.47137925,3.61948
5,B4 LM,KIMZEY A,3064.5,52.479,0.666,7.642,12.781,,2,0.091,8.96,16.602,0.12059794701439597,2.4391135000000004,3.7163199999999996
3,B5 SH,KIMZEY A,3065.0,58.378,0.562,5.337,15.0895,,1,1.0,12.421,17.758,0.13740416693969534,2.4010232499999997,3.31499
3,B5 SH,KIMZEY A,3065.5,58.378,0.562,5.337,15.0895,,1,1.0,12.421,17.758,0.13740416693969534,2.4010232499999997,3.31499
3,B5 SH,KIMZEY A,3066.0,66.469,0.454,7.923,20.0135,,1,0.875,16.052,23.975,0.16045538331799625,2.31977725,3.197690000000001
3,B5 SH,KIMZEY A,3066.5,69.387,0.388,10.894,22.82,,1,0.75,17.373,28.267,0.16876874994658136,2.27347,3.1453799999999985
3,B5 SH,KIMZEY A,3067.0,70.043,0.38,11.279,23.3425,,1,0.625,17.703000000000003,28.982,0.17063769049091032,2.26484875,3.1073199999999987
3,B5 SH,KIMZEY A,3067.5,64.826,0.372,11.334,22.875,,1,0.5,17.208,28.542,0.15577448497297727,2.2725625000000003,3.1201
3,B5 SH,KIMZEY A,3068.0,59.546,0.383,9.409,22.6825,,1,0.375,17.978,27.387,0.14073179278691514,2.2757387499999995,3.0432299999999985
3,B5 SH,KIMZEY A,3068.5,53.408,0.41,9.959,21.3065,,1,0.25,16.326999999999998,26.286,0.1232446631206179,2.2984427499999995,3.2121999999999993
3,B5 SH,KIMZEY A,3069.0,48.476,0.577,10.344,19.904,,1,0.125,14.732,25.076,0.10919342110136439,2.321584,3.4745800000000004
8,B5 LM,KIMZEY A,3069.5,36.286,0.75,9.573,17.0975,,2,1.0,12.311,21.884,0.07446417531573984,2.36789125,3.4761799999999967
8,B5 LM,KIMZEY A,3070.0,28.317,0.887,10.178,13.879,,2,0.979,8.79,18.968,0.05176053629476839,2.4209965,3.7447699999999986
8,B5 LM,KIMZEY A,3070.5,21.848,0.974,6.438,11.678,,2,0.957,8.459000000000001,14.897,0.03333038937211005,2.4573129999999996,4.038270000000002
8,B5 LM,KIMZEY A,3071.0,20.868,1.064,4.236,11.458,,2,0.936,9.34,13.576,0.030538374534545484,2.460943,4.60216
8,B5 LM,KIMZEY A,3071.5,23.699,1.097,5.834,11.597,,2,0.915,8.68,14.514,0.03860387862142844,2.4586495,4.683250000000002
8,B5 LM,KIMZEY A,3072.0,26.536,0.998,6.878,11.843,,2,0.894,8.404,15.282,0.04668647667670463,2.4545904999999997,4.2026900000000005
7,B5 LM,KIMZEY A,3072.5,28.892,0.909,6.131,13.5605,,2,0.872,10.495,16.625999999999998,0.05339870826578843,2.42625175,3.5793199999999996
7,B5 LM,KIMZEY A,3073.0,32.816,0.797,8.913,14.5665,,2,0.851,10.11,19.023,0.06457816359497552,2.4096527500000002,3.5886199999999993
7,B5 LM,KIMZEY A,3073.5,32.489,0.646,11.829,15.8045,,2,0.83,9.89,21.719,0.06364654231754324,2.38922575,3.2859999999999974
8,B5 LM,KIMZEY A,3074.0,29.431,0.59,10.544,15.877,,2,0.809,10.605,21.149,0.05493431642644894,2.3880295,3.6596699999999975
8,B5 LM,KIMZEY A,3074.5,27.547,0.688,8.088,15.64,,2,0.787,11.596,19.684,0.049566810350967674,2.39194,3.6407999999999987
8,B5 LM,KIMZEY A,3075.0,27.491,0.612,6.211,17.2325,,2,0.766,14.127000000000002,20.338,0.04940726664596397,2.3656637499999995,3.774989999999998
8,B5 LM,KIMZEY A,3075.5,28.109,0.517,6.359,18.0765,,2,0.745,14.896999999999998,21.256,0.051167945390468976,2.3517377500000003,3.8768099999999994
8,B5 LM,KIMZEY A,3076.0,29.742,0.391,6.822,20.179,,2,0.723,16.767999999999997,23.59,0.05582035378816586,2.3170464999999996,3.9190499999999973
8,B5 LM,KIMZEY A,3076.5,32.515,0.213,8.033,22.1595,,2,0.702,18.143,26.176000000000002,0.06372061618058068,2.28436825,4.037879999999999
8,B5 LM,KIMZEY A,3077.0,35.876,0.127,8.783,21.7295,,2,0.681,17.338,26.121000000000002,0.07329608747553425,2.29146325,4.187339999999995
8,B5 LM,KIMZEY A,3077.5,40.311,0.214,9.134,20.949,,2,0.66,16.382,25.516000000000002,0.08593137911288003,2.3043415,4.162919999999996
7,B5 LM,KIMZEY A,3078.0,42.725,0.268,8.584,20.564,,2,0.638,16.272,24.856,0.09280885239643193,2.310694,3.268870000000001
7,B5 LM,KIMZEY A,3078.5,46.088,0.29,6.053,21.7745,,2,0.617,18.748,24.801,0.10239002168084992,2.2907207499999998,3.114219999999999
7,B5 LM,KIMZEY A,3079.0,49.065,0.279,6.768,22.242,,2,0.596,18.858,25.626,0.11087147899863534,2.283007,3.27608
7,B5 LM,KIMZEY A,3079.5,53.726,0.219,9.463,21.7195,,2,0.574,16.988,26.451,0.12415064344546027,2.2916282499999996,3.3046300000000004
7,B5 LM,KIMZEY A,3080.0,57.428,0.159,9.133,22.2145,,2,0.553,17.648000000000003,26.781,0.134697621944097,2.2834607499999997,3.3069100000000007
6,B5 LM,KIMZEY A,3080.5,63.474,0.229,10.509,21.4165,,2,0.532,16.162,26.671,0.15192264409503106,2.29662775,3.3533799999999996
6,B5 LM,KIMZEY A,3081.0,66.729,0.317,8.639,20.9765,,2,0.511,16.657000000000004,25.296,0.16119612194837052,2.30388775,3.34774
6,B5 LM,KIMZEY A,3081.5,67.942,0.391,6.932,20.784,,2,0.489,17.317999999999998,24.25,0.1646519525585397,2.307064,3.343560000000001
7,B5 LM,KIMZEY A,3082.0,68.815,0.437,4.402,18.143,,2,0.468,15.942,20.344,0.16713912495975794,2.3506405000000004,3.83699
7,B5 LM,KIMZEY A,3082.5,68.722,0.459,5.117,17.4005,,2,0.447,14.842,19.959,0.16687416844966252,2.36289175,3.582240000000001
7,B5 LM,KIMZEY A,3083.0,69.128,0.464,3.632,15.722,,2,0.426,13.905999999999999,17.538,0.1680308603109393,2.390587,3.9397100000000034
7,B5 LM,KIMZEY A,3083.5,68.031,0.448,4.402,14.677,,2,0.404,12.475999999999999,16.878,0.16490551308970633,2.4078295,4.040110000000003
7,B5 LM,KIMZEY A,3084.0,67.564,0.519,4.621,13.9615,,2,0.383,11.651,16.272,0.1635750325497648,2.41963525,3.34192
7,B5 LM,KIMZEY A,3084.5,67.538,0.573,5.337,13.0535,,2,0.362,10.385,15.722,0.1635009586867274,2.43461725,3.4433100000000003
7,B5 LM,KIMZEY A,3085.0,67.899,0.639,5.85,12.577,,2,0.34,9.652000000000001,15.501999999999999,0.16452944578505477,2.4424795,3.5104
7,B5 LM,KIMZEY A,3085.5,69.154,0.595,6.013,11.9615,,2,0.319,8.954999999999998,14.968,0.1681049341739767,2.4526352499999997,3.510190000000001
5,B5 LM,KIMZEY A,3086.0,79.88,0.75,7.373,10.4955,,2,0.298,6.808999999999999,14.182,0.19866325167164767,2.47682425,4.031199999999999
5,B5 LM,KIMZEY A,3086.5,86.869,0.857,5.832,8.349,,2,0.277,5.433,11.265,0.21857487585505456,2.5122414999999996,4.08345
5,B5 LM,KIMZEY A,3087.0,110.942,0.933,5.612,7.139,,2,0.255,4.333,9.945,0.28715872604351556,2.5322065,4.4070599999999995
5,B5 LM,KIMZEY A,3087.5,121.438,0.988,6.933,5.8185,,2,0.234,2.3520000000000003,9.285,0.3170617747527785,2.5539947499999998,4.497299999999998
5,B5 LM,KIMZEY A,3088.0,136.644,0.982,7.235,5.8595,,2,0.213,2.2419999999999995,9.477,0.3603835886507446,2.55331825,4.48647
5,B5 LM,KIMZEY A,3088.5,146.732,0.933,5.887,7.1665,,2,0.191,4.223000000000001,10.11,0.3891242475092664,2.53175275,4.421309999999998
5,B5 LM,KIMZEY A,3089.0,140.154,0.748,12.6,8.597,,2,0.149,2.2969999999999997,14.896999999999998,0.37038356016079726,2.5081495,4.33831
5,B5 LM,KIMZEY A,3089.5,125.603,0.824,12.214,9.835,,2,0.128,3.7280000000000006,15.942,0.3289278378124279,2.4877225,4.190020000000001
5,B5 LM,KIMZEY A,3090.0,99.08,0.868,10.674,10.055,,2,0.106,4.718,15.392,0.2533639505300555,2.4840925,4.180160000000002
5,B5 LM,KIMZEY A,3090.5,84.029,0.906,7.923,9.5595,,2,0.085,5.598,13.521,0.21048373081558172,2.49226825,4.063799999999998
5,B5 LM,KIMZEY A,3091.0,73.656,0.928,7.239,9.6265,,2,0.064,6.007,13.246,0.18093110845838048,2.4911627499999995,3.96795
6,B5 LM,KIMZEY A,3091.5,70.578,0.838,7.315,10.3035,,2,0.043,6.645999999999999,13.961,0.17216190267264198,2.47999225,3.8483199999999984
6,B5 LM,KIMZEY A,3092.0,67.444,0.702,7.392,10.981,,2,0.021,7.285,14.677,0.1632331531818998,2.4688135,3.5977700000000006
3,C SH,KIMZEY A,3092.5,67.301,0.597,9.233,13.0315,,1,1.0,8.415,17.648,0.16282574693519394,2.43498025,3.5521899999999973
3,C SH,KIMZEY A,3093.0,67.494,0.535,9.574,15.887,,1,0.974,11.100000000000001,20.674,0.16337560291851022,2.3878644999999996,3.4288299999999987
3,C SH,KIMZEY A,3093.5,66.264,0.481,11.334,18.913,,1,0.947,13.246,24.58,0.15987133939789344,2.3379355,3.594609999999999
3,C SH,KIMZEY A,3094.0,64.66,0.503,13.108,18.026,,1,0.921,11.472,24.58,0.15530155184743064,2.352571,3.6280699999999997
3,C SH,KIMZEY A,3094.5,64.211,0.584,16.506,16.217,,1,0.895,7.963999999999999,24.47,0.1540223532126689,2.3824195,3.402879999999998
3,C SH,KIMZEY A,3095.0,63.453,0.595,14.911,16.0795,,1,0.868,8.623999999999999,23.535,0.1518628152056547,2.3846882499999995,3.406539999999999
3,C SH,KIMZEY A,3095.5,62.923,0.606,15.155,15.5175,,1,0.842,7.94,23.095,0.15035284799758405,2.39396125,3.3912299999999975
3,C SH,KIMZEY A,3096.0,62.614,0.677,14.196,15.282,,1,0.816,8.184000000000001,22.38,0.14947250862533154,2.397847,3.3856199999999967
3,C SH,KIMZEY A,3096.5,62.594,0.732,15.406,14.402,,1,0.789,6.698999999999999,22.105,0.1494155287306874,2.4123669999999997,3.4536899999999964
3,C SH,KIMZEY A,3097.0,62.785,0.791,17.277,13.9615,,1,0.763,5.322999999999999,22.6,0.14995968672453924,2.41963525,3.611179999999998
3,C SH,KIMZEY A,3097.5,65.317,0.742,16.892,14.209,,1,0.711,5.763,22.655,0.15717334138649178,2.4155515,3.454059999999998
3,C SH,KIMZEY A,3098.0,67.611,0.715,16.286,15.062,,1,0.684,6.918999999999999,23.205,0.16370893530217864,2.401477,3.4134599999999966
3,C SH,KIMZEY A,3098.5,66.572,0.699,15.516,15.667,,1,0.658,7.909,23.425,0.16074882977541377,2.3914945,3.401189999999997
3,C SH,KIMZEY A,3099.0,68.829,0.688,15.791,14.9795,,1,0.632,7.084,22.875,0.16717901088600887,2.40283825,3.4151199999999973
3,C SH,KIMZEY A,3099.5,70.217,0.688,17.221,14.9245,,1,0.605,6.314,23.535,0.1711334155743146,2.40374575,3.4258299999999973
2,C SH,KIMZEY A,3100.0,68.784,0.65,17.756,14.767,,1,0.579,5.888999999999999,23.645,0.1670508061230595,2.4063445000000003,3.365689999999998
2,C SH,KIMZEY A,3100.5,70.812,0.623,17.973,15.1535,,1,0.553,6.167,24.14,0.1728285674399788,2.39996725,3.353579999999999
2,C SH,KIMZEY A,3101.0,70.526,0.612,18.492,15.83,,1,0.526,6.584,25.076,0.1720137549465671,2.388805,3.341309999999999
2,C SH,KIMZEY A,3101.5,64.98,0.612,18.13,16.066,,1,0.5,7.0009999999999994,25.131,0.15621323016173744,2.384911,3.3387099999999985
2,C SH,KIMZEY A,3102.0,67.636,0.672,16.726,16.107,,1,0.474,7.744,24.47,0.16378016017048383,2.3842345,3.3302699999999983
2,C SH,KIMZEY A,3102.5,64.374,0.764,14.251,15.1995,,1,0.447,8.074000000000002,22.325,0.15448673935401894,2.39920825,3.387049999999998
2,C SH,KIMZEY A,3103.0,62.215,0.797,12.82,14.264,,1,0.421,7.853999999999999,20.674,0.14833575972718027,2.414644,3.4352699999999983
2,C SH,KIMZEY A,3103.5,60.814,0.808,13.425,13.5215,,1,0.395,6.808999999999999,20.234,0.14434431810735582,2.4268952500000003,3.652869999999999
3,C SH,KIMZEY A,3104.0,60.884,0.742,14.361,12.3385,,1,0.368,5.1579999999999995,19.519,0.14454374773861045,2.4464147499999997,3.704959999999996
3,C SH,KIMZEY A,3104.5,62.554,0.764,15.24,11.623,,1,0.342,4.002999999999999,19.243,0.14930156894139904,2.4582204999999995,3.6934999999999976
2,C SH,KIMZEY A,3105.0,64.784,0.759,16.341,11.0725,,1,0.289,2.9019999999999992,19.243000000000002,0.15565482719422455,2.46730375,3.6440399999999973
2,C SH,KIMZEY A,3105.5,67.764,0.745,13.645,12.2555,,1,0.263,5.433,19.078,0.16414483149620657,2.44778425,3.6853799999999954
2,C SH,KIMZEY A,3106.0,70.192,0.721,13.646,12.696,,1,0.237,5.872999999999999,19.519,0.17106219070600936,2.440516,3.571389999999998
2,C SH,KIMZEY A,3106.5,71.594,0.699,13.535,13.1365,,1,0.211,6.369,19.904,0.17505648132056603,2.43324775,3.555229999999998
2,C SH,KIMZEY A,3107.0,70.705,0.672,13.425,13.4665,,1,0.184,6.754,20.179000000000002,0.17252372500363247,2.4278027499999997,3.5504599999999984
2,C SH,KIMZEY A,3107.5,69.295,0.612,12.159,14.8695,,1,0.158,8.79,20.949,0.16850664243121816,2.40465325,3.359180000000001
2,C SH,KIMZEY A,3108.0,67.784,0.589,12.841,15.3755,,1,0.132,8.955000000000002,21.796,0.16420181139085077,2.39630425,3.352210000000001
2,C SH,KIMZEY A,3108.5,65.164,0.563,15.079,15.0605,,1,0.105,7.520999999999999,22.6,0.15673744519246385,2.40150175,3.471850000000001
3,C SH,KIMZEY A,3109.0,62.957,0.53,16.795,14.9175,,1,0.079,6.52,23.315,0.15044971381847916,2.40386125,3.5757800000000026
3,C SH,KIMZEY A,3109.5,56.582,0.464,19.038,15.227,,1,0.053,5.708,24.746000000000002,0.13228737240064845,2.3987545,3.5368100000000013
5,C LM,KIMZEY A,3110.5,39.6,0.366,19.312,19.161,,2,1.0,9.505,28.817,0.08390574385827962,2.3338434999999995,3.2044699999999993
5,C LM,KIMZEY A,3111.0,25.306,0.415,18.626,17.303,,2,0.988,7.99,26.616,0.04318221315608788,2.3645005,3.4382999999999986
5,C LM,KIMZEY A,3111.5,22.906,0.546,18.294,14.993,,2,0.976,5.846,24.14,0.036344625798786896,2.4026155,3.3652799999999985
5,C LM,KIMZEY A,3112.0,19.956,0.715,12.765,11.5405,,2,0.964,5.1579999999999995,17.923000000000002,0.02794009133877112,2.45958175,3.8313099999999998
5,C LM,KIMZEY A,3112.5,16.938,0.982,12.655,8.5145,,2,0.952,2.1870000000000003,14.841999999999999,0.01934182523696514,2.5095107499999996,3.9565600000000023
5,C LM,KIMZEY A,3113.0,11.761,1.329,7.758,5.956,,2,0.94,2.0770000000000004,9.835,0.004592579508320489,2.5517259999999995,4.097140000000001
8,C LM,KIMZEY A,3113.5,10.149,1.456,5.801,6.0225,,2,0.929,3.122,8.923,0.0,2.55062875,5.067259999999998
8,C LM,KIMZEY A,3114.0,11.587,1.336,5.557,6.5065,,2,0.917,3.7279999999999998,9.285,0.00409685442491617,2.54264275,5.102199999999998
8,C LM,KIMZEY A,3114.5,13.411,1.233,5.997,6.3415,,2,0.905,3.343,9.34,0.009293420816464911,2.54536525,4.956009999999999
8,C LM,KIMZEY A,3115.0,16.222,1.162,6.218,6.011,,2,0.893,2.902,9.120000000000001,0.017301945008703686,2.5508184999999997,4.91233
8,C LM,KIMZEY A,3115.5,16.939,1.08,5.392,4.553,,2,0.881,1.8569999999999998,7.2490000000000006,0.019344674231697348,2.5748754999999997,5.155489999999998
6,C LM,KIMZEY A,3116.0,18.085,1.069,5.282,3.398,,2,0.869,0.7570000000000001,6.039,0.022609622194808568,2.593933,4.760410000000004
6,C LM,KIMZEY A,3116.5,19.651,1.178,4.786,3.315,,2,0.857,0.9220000000000002,5.708,0.027071147945447453,2.5953025,4.695040000000005
6,C LM,KIMZEY A,3117.0,21.289,1.206,4.786,3.535,,2,0.845,1.1420000000000003,5.928,0.03173780131680538,2.5916725,4.669920000000004
6,C LM,KIMZEY A,3117.5,23.054,1.146,5.392,3.508,,2,0.833,0.8119999999999998,6.204000000000001,0.03676627701915379,2.592118,4.628740000000004
5,C LM,KIMZEY A,3118.0,24.473,1.282,5.888,3.37,,2,0.821,0.42600000000000016,6.314,0.040809000544157994,2.594395,4.864179999999999
5,C LM,KIMZEY A,3118.5,28.116,1.282,7.208,3.315,,2,0.81,-0.28900000000000015,6.9190000000000005,0.05118788835359443,2.5953025,4.609439999999996
5,C LM,KIMZEY A,3119.0,31.275,1.129,8.363,3.6175,,2,0.798,-0.5639999999999996,7.7989999999999995,0.06018786271264184,2.59031125,4.149589999999996
6,C LM,KIMZEY A,3119.5,34.781,1.02,9.024,5.103,,2,0.786,0.5910000000000002,9.614999999999998,0.07017643824376568,2.5658005,4.114099999999997
6,C LM,KIMZEY A,3120.0,39.565,0.966,8.639,7.2765,,2,0.774,2.9570000000000007,11.596,0.0838060290426523,2.5299377499999998,3.9646599999999994
6,C LM,KIMZEY A,3120.5,40.913,0.95,7.912,7.133,,2,0.762,3.177,11.089,0.08764647394166968,2.5323055,4.1380599999999985
8,C LM,KIMZEY A,3121.0,41.211,0.95,7.593,6.4785,,2,0.75,2.6820000000000004,10.275,0.08849547437186789,2.54310475,4.59301
5,C LM,KIMZEY A,3121.5,39.653,0.966,8.06,5.942,,2,0.738,1.912,9.972000000000001,0.08405674057908667,2.551957,4.077510000000001
5,C LM,KIMZEY A,3122.0,39.653,0.966,8.06,5.942,,2,0.738,1.912,9.972000000000001,0.08405674057908667,2.551957,4.077510000000001
6,C LM,KIMZEY A,3122.5,37.346,1.004,6.878,5.956,,2,0.726,2.5170000000000003,9.395,0.07748410973188109,2.5517259999999995,4.05027
5,C LM,KIMZEY A,3123.0,34.785,1.097,7.427,4.6905,,2,0.714,0.9770000000000003,8.404,0.07018783422269452,2.5726067500000003,4.067809999999997
6,C LM,KIMZEY A,3123.5,35.079,1.191,7.428,3.48,,2,0.702,-0.23399999999999999,7.194,0.0710254386739639,2.5925800000000003,4.236659999999995
6,C LM,KIMZEY A,3124.0,37.081,1.269,5.612,2.847,,2,0.69,0.040999999999999925,5.6530000000000005,0.0767291261278458,2.6030245,4.8616199999999985
6,C LM,KIMZEY A,3124.5,35.89,1.347,4.432,3.977,,2,0.679,1.7609999999999997,6.193,0.07333597340178519,2.5843795,5.1443200000000004
6,C LM,KIMZEY A,3125.0,33.215,1.347,3.742,4.663,,2,0.667,2.7920000000000003,6.534000000000001,0.06571491249312682,2.5730605,5.09449
6,C LM,KIMZEY A,3125.5,33.307,1.287,4.787,3.8105,,2,0.655,1.4170000000000003,6.204000000000001,0.06597702000849001,2.5871267499999995,4.73429
